product_id,category_id,product_name,product_price,discount_percentage,rate_value
PR8538,CT1005-472,Brain Teaser,404.29,0.06,4.6
PR6573,CT1005-648,Trivia Game,4239.88,0.44,2.4
PR6778,CT1002-942,Point and Shoot,4007.25,0.09,3.1
PR1308,CT1002-150,Smart Mobile,3322.26,0.32,3.9
PR0715,CT1005-648,Family Game,286.86,0.3,2.6
PR0213,CT1001-103,Trench Coat,194.06,0.22,1.9
PR3795,CT1005-089,Robot Toy,1717.62,0.35,1.3
PR0046,CT1005-472,3D Puzzle,2194.94,0.36,2.0
PR2068,CT1005-472,Jigsaw Puzzle,3409.89,0.15,1.7
PR1129,CT1002-517,Portable Charger,2450.11,0.08,4.1
PR7215,CT1005-648,Classic Board Game,2148.43,0.35,2.6
PR1989,CT1003-799,History Textbook,1864.04,0.84,2.0
PR6853,CT1001-103,Windbreaker,3224.27,0.78,1.1
PR7992,CT1004-771,Coffee Table,1558.69,0.13,2.5
PR1889,CT1004-752,Picture Frame,3772.83,0.25,4.2
PR5899,CT1003-935,Celebrity Biography,3008.61,0.26,5.0
PR2952,CT1002-623,Business Laptop,2026.07,0.35,4.9
PR4725,CT1004-771,Coffee Table,1165.91,0.95,3.2
PR4794,CT1003-727,Biography,4118.37,0.93,4.0
PR5286,CT1003-799,Mathematics Textbook,4907.27,0.29,2.7
PR6435,CT1001-103,Puffer Jacket,3827.12,0.87,1.1
PR5933,CT1003-056,Science Fiction Novel,3669.44,0.49,1.7
PR6859,CT1005-329,Language Learning Toy,2385.34,0.1,3.6
PR5444,CT1004-475,Cordless Drill,2477.49,0.69,4.4
PR5242,CT1002-150,Android Handset,2558.42,0.63,2.0
PR1327,CT1002-623,Business Laptop,41.82,0.87,2.8
PR9891,CT1002-517,Phone Case,1308.28,0.38,1.7
PR4938,CT1005-329,Science Kit,981.99,0.44,1.4
PR1123,CT1003-935,Sports Star Biography,4462.94,0.52,2.8
PR7958,CT1004-752,Wall Art,2921.3,0.02,3.7
PR1649,CT1002-517,Camera Lens,363.07,0.31,1.6
PR8250,CT1005-089,Learning Tablet,4742.33,0.19,5.0
PR0392,CT1003-799,Mathematics Textbook,2533.8,0.52,2.9
PR5151,CT1002-150,Touchscreen Phone,2346.95,0.06,2.8
PR4947,CT1003-799,History Textbook,420.8,0.94,4.2
PR8336,CT1005-089,Remote Control Car,3231.49,0.01,4.4
PR1788,CT1003-799,Mathematics Textbook,3348.61,0.01,3.5
PR0671,CT1005-648,Strategy Board Game,3045.81,0.56,4.0
PR6241,CT1002-942,DSLR Camera,3520.57,0.01,3.4
PR3864,CT1001-103,Windbreaker,3599.47,0.56,3.2
PR0732,CT1001-865,Cocktail Dress,4604.85,0.11,4.9
PR9766,CT1001-546,Jeans,3556.46,0.71,1.9
PR4007,CT1001-103,Trench Coat,242.07,0.65,3.5
PR6827,CT1003-799,History Textbook,331.66,0.97,4.2
PR7618,CT1005-472,3D Puzzle,1992.62,0.46,3.7
PR6463,CT1001-865,Evening Gown,4944.17,0.58,1.8
PR2756,CT1005-472,3D Puzzle,1796.03,0.72,4.1
PR6800,CT1005-648,Strategy Board Game,51.81,0.8,4.6
PR6627,CT1004-209,Pruning Shears,2153.7,0.17,1.6
PR1992,CT1004-771,Coffee Table,1676.99,0.27,2.5
PR8985,CT1005-648,Trivia Game,1735.28,0.62,4.0
PR2665,CT1004-209,Gardening Gloves,4964.92,0.07,1.2
PR3438,CT1005-472,Crossword Puzzle Book,3527.94,0.21,4.0
PR8546,CT1005-089,Learning Tablet,2299.68,0.22,4.1
PR0429,CT1002-517,Headphones,1836.7,0.82,1.2
PR9729,CT1005-648,Strategy Board Game,95.28,0.68,4.2
PR5642,CT1004-209,Watering Can,657.56,0.0,2.3
PR0646,CT1003-799,History Textbook,1171.34,0.05,4.1
PR7013,CT1001-865,Summer Dress,3824.8,0.49,2.3
PR4860,CT1001-208,Polo Shirt,2884.82,0.11,3.6
PR3912,CT1005-648,Classic Board Game,3739.83,0.97,3.9
PR0036,CT1001-546,Chinos,3940.67,0.31,2.1
PR4350,CT1001-103,Puffer Jacket,205.9,0.29,4.3
PR4544,CT1004-475,Hammer,4343.75,0.85,2.4
PR7260,CT1002-942,Action Camera,1194.81,0.68,3.0
PR4883,CT1004-752,Vase,1024.7,0.58,4.0
PR7096,CT1003-727,Biography,259.2,0.66,3.5
PR7621,CT1001-865,Wrap Dress,1453.89,0.45,1.7
